Série;1840;1841;1842;1843;1844;1845;1846;1847;1848;1849;1850;1851;1852;1853;1854;1855;1856;1857;1858;1859;1860;1861;1862;1863;1864;1865;1866;1867;1868;1869;1870;1871;1872;1873;1874;1875;1876;1877;1878;1879;1880;1881;1882;1883;1884;1885;1886;1887;1888;1889;1890;1891;1892;1893;1894;1895;1896;1897;1898;1899;1900;1901;1902;1903;1904;1905;1906;1907;1908;1909;1910;1911;1912;1913;1914;1915;1916;1917;1918;1919;1920;1921;1922;1923;1924;1925;1926;1927;1928;1929;1930;1931;1932;1933;1934;1935;1936;1937;1938;1939;1940;1941;1942;1943;1944;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;;;;;
Prix de l'immobilier d'habitation à Paris;8,01518E-05;8,16416E-05;8,31314E-05;8,16416E-05;8,73028E-05;9,44539E-05;9,32621E-05;9,44539E-05;9,74336E-05;8,46212E-05;8,6111E-05;9,02825E-05;9,02825E-05;9,17723E-05;0,000106074;0,000108756;0,000118887;0,000134679;0,00014034;0,000153152;0,000151961;0,000148981;0,000150471;0,000159112;0,000153152;0,000163283;0,000176096;0,000174904;0,000194867;0,000203508;0,000190696;0,000174904;0,000170434;0,000164773;0,000146001;0,000150471;0,000159112;0,000168944;0,000176096;0,000200528;0,00021781;0,000230623;0,000223471;0,000227941;0,000214831;0,000214831;0,000212149;0,000213341;0,000212149;0,000221982;0,000224961;0,000224961;0,000224961;0,000232112;0,000226451;0,00021781;0,0002193;0,000224961;0,000224961;0,000233602;0,000246415;0,000246415;0,000247904;0,000252076;0,000250884;0,000247904;0,000250884;0,000253566;0,000256545;0,000262207;0,000275019;0,00028366;0,000286639;0,000289321;0,000297962;0,000314439;0,00035014;0,000332289;0,000324051;0,000326797;0,000324051;0,000344647;0,000380348;0,000440764;0,000484703;0,000546492;0,000606909;0,00063849;0,000648102;0,000679683;0,000784038;0,000832096;0,00086917;0,000863678;0,000847201;0,000803261;0,000767561;0,000749711;0,000746964;0,00077168;0,00086917;0,001032569;0,001259129;0,001359366;0,001373097;0,001502026;0,001643063;0,001797341;0,001966107;0,002150719;0,002352665;0,00327532;0,004143922;0,005123694;0,006694474;0,008899549;0,01277368;0,019143891;0,02277998;0,024487518;0,03002081;0,037206131;0,044492244;0,057901367;0,068268531;0,082802346;0,087764327;0,084442488;0,097977084;0,112158643;0,116466492;0,12341613;0,134437748;0,1481012;0,17470706;0,18795561;0,216936332;0,2427161;0,252811417;0,289994124;0,339821789;0,386801761;0,395434075;0,41158505;0,438934514;0,485734692;0,543113733;0,635323923;0,786997492;0,964313408;1,133640031;1,151982035;1,036109179;0,966228326;0,955410952;0,893293538;0,820361312;0,791015361;0,802314306;0,879842785;1;1,094329029;1,189781022;1,340819764;1,521055587;1,738349242;1,937113981;2,114542392;2,26221224;2,148231331;2,393037619;2,84222347;2,905670971;;;;2,84222347;;5,233201254;4,473660388;
