Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Daily Return;Annual Volatility
2000-10-03;32.0;32.31999969482422;31.690000534057617;32;48238;0.0;0.0;-0.0024883927607372014;0.786327727009561
2000-10-04;31.600000381469727;31.899999618530273;31.299999237060547;31;58088;0.0;0.0;-0.017773610859005085;0.786327727009561
2000-10-05;30.850000381469727;30.950000762939453;30.170000076293945;30;97911;0.0;0.0;-0.026984139094276993;0.786327727009561
2000-10-06;30.75;30.959999084472656;30.549999237060547;30;46276;0.0;0.0;0.00652531045444249;0.786327727009561
2000-10-09;31.549999237060547;31.920000076293945;31.229999542236328;31;51647;0.0;0.0;0.03338731820293761;0.786327727009561
2000-10-10;32.25;33.25;32.22999954223633;33;78801;0.0;0.0;0.039836963567905004;0.786327727009561
2000-10-11;33.599998474121094;33.70000076293945;32.959999084472656;33;78565;0.0;0.0;0.0;0.786327727009561
2000-10-12;35.0;37.0;34.79999923706055;36;116368;0.0;0.0;0.08898934577542139;0.786327727009561
2000-10-13;35.93000030517578;35.959999084472656;34.900001525878906;35;0;0.0;0.0;-0.029085852671524526;0.786327727009561
2000-10-16;34.400001525878906;34.79999923706055;32.70000076293945;33;60396;0.0;0.0;-0.05563483039616146;0.786327727009561
2000-10-17;32.70000076293945;33.5;32.400001525878906;32;77365;0.0;0.0;-0.0045316531146947225;0.786327727009561
2000-10-18;33.54999923706055;33.849998474121094;33.099998474121094;33;53355;0.0;0.0;0.018209361463686013;0.786327727009561
2000-10-19;33.849998474121094;34.29999923706055;32.70000076293945;32;55415;0.0;0.0;-0.01788371051461346;0.786327727009561
2000-10-20;33.29999923706055;34.349998474121094;32.849998474121094;34;75683;0.0;0.0;0.040971121179441905;0.786327727009561
2000-10-23;33.0;33.79999923706055;32.599998474121094;33;47952;0.0;0.0;-0.016618067274134063;0.786327727009561
2000-10-24;33.75;34.099998474121094;33.29999923706055;33;69791;0.0;0.0;-0.010673009642374054;0.786327727009561
2000-10-25;33.5;33.52000045776367;32.849998474121094;32;60419;0.0;0.0;-0.012286480687308532;0.786327727009561
2000-10-26;33.650001525878906;33.81999969482422;32.95000076293945;33;68127;0.0;0.0;0.023968475044634063;0.786327727009561
2000-10-27;33.68000030517578;33.689998626708984;32.650001525878906;32;68531;0.0;0.0;-0.031111088505497708;0.786327727009561
2000-10-30;32.75;33.43000030517578;32.650001525878906;32;54388;0.0;0.0;0.0033639329597885403;0.786327727009561
2000-10-31;32.72999954223633;32.880001068115234;32.099998474121094;32;63007;0.0;0.0;-0.0036575050764771078;0.786327727009561
2000-11-01;33.150001525878906;33.75;32.81999969482422;33;71542;0.0;0.0;0.015601167257736748;0.786327727009561
2000-11-02;32.75;33.599998474121094;32.20000076293945;32;66821;0.0;0.0;-0.019879513019435024;0.786327727009561
2000-11-03;32.599998474121094;32.900001525878906;32.31999969482422;32;54514;0.0;0.0;0.0018438093701811376;0.786327727009561
2000-11-06;32.400001525878906;32.97999954223633;32.099998474121094;32;63791;0.0;0.0;0.007975526024544655;0.786327727009561
2000-11-07;33.04999923706055;33.54999923706055;32.97999954223633;33;58379;0.0;0.0;0.016433381177638484;0.786327727009561
2000-11-08;33.20000076293945;33.5;32.79999923706055;33;62043;0.0;0.0;-0.003293431297191174;0.786327727009561
2000-11-09;33.5;34.0;33.29999923706055;33;64155;0.0;0.0;0.01982576837672201;0.786327727009561
2000-11-10;33.70000076293945;34.150001525878906;33.599998474121094;34;63519;0.0;0.0;0.004123693269582063;0.786327727009561
2000-11-13;34.150001525878906;34.54999923706055;34.099998474121094;34;66342;0.0;0.0;0.009973603727369884;0.786327727009561
2000-11-14;34.369998931884766;34.97999954223633;33.91999816894531;34;78811;0.0;0.0;0.012198610665773879;0.786327727009561
2000-11-15;35.400001525878906;35.650001525878906;34.630001068115234;35;80892;0.0;0.0;0.021520804385599446;0.786327727009561
2000-11-16;35.25;35.54999923706055;34.95000076293945;35;51772;0.0;0.0;-0.015449417433552992;0.786327727009561
2000-11-17;34.70000076293945;35.849998474121094;34.599998474121094;35;79730;0.0;0.0;0.015691847333308973;0.786327727009561
2000-11-20;35.5;35.849998474121094;35.0;35;68250;0.0;0.0;-0.010674080609700098;0.786327727009561
2000-11-21;35.400001525878906;35.70000076293945;35.0;35;0;0.0;0.0;-0.0019874983645108424;0.786327727009561
2000-11-22;34.900001525878906;35.63999938964844;34.66999816894531;35;45768;0.0;0.0;0.007112375224676448;0.786327727009561
2000-11-27;35.25;35.7599983215332;35.060001373291016;35;50390;0.0;0.0;-0.0005649846582365115;0.786327727009561
2000-11-28;34.97999954223633;35.099998474121094;34.150001525878906;34;70027;0.0;0.0;-0.03193897778407928;0.786327727009561
2000-11-29;34.25;34.900001525878906;33.83000183105469;34;82486;0.0;0.0;0.011094921696795268;0.786327727009561
2000-11-30;34.95000076293945;35.099998474121094;33.70000076293945;33;79900;0.0;0.0;-0.023967710235472506;0.786327727009561
2000-12-01;33.900001525878906;34.04999923706055;31.799999237060547;32;96057;0.0;0.0;-0.05177514909767167;0.786327727009561
2000-12-04;32.380001068115234;33.11000061035156;30.899999618530273;31;92267;0.0;0.0;-0.023400936594492938;0.786327727009561
2000-12-05;31.25;31.420000076293945;29.450000762939453;29;103335;0.0;0.0;-0.055910544493813386;0.786327727009561
2000-12-06;30.0;30.100000381469727;28.200000762939453;29;96057;0.0;0.0;0.010152323253969087;0.786327727009561
2000-12-07;30.049999237060547;30.200000762939453;29.0;29;39650;0.0;0.0;-0.01641540250774487;0.786327727009561
2000-12-08;28.799999237060547;29.25;27.850000381469727;28;80715;0.0;0.0;-0.029291573313126817;0.786327727009561
2000-12-11;29.0;29.549999237060547;28.75;29;77299;0.0;0.0;0.0333333601031387;0.786327727009561
2000-12-12;29.600000381469727;29.799999237060547;28.899999618530273;29;60269;0.0;0.0;0.008149397789496415;0.786327727009561
2000-12-13;29.75;30.0;28.5;28;71405;0.0;0.0;-0.040080852564908453;0.786327727009561
2000-12-14;28.850000381469727;29.1299991607666;27.510000228881836;27;70754;0.0;0.0;-0.021052644963850065;0.786327727009561
2000-12-15;28.350000381469727;28.950000762939453;28.0;28;53224;0.0;0.0;0.0340502070225297;0.786327727009561
2000-12-18;29.549999237060547;29.899999618530273;29.1299991607666;29;50760;0.0;0.0;0.027729609236829766;0.786327727009561
2000-12-19;29.399999618530273;29.75;28.5;28;66348;0.0;0.0;-0.02866780412835168;0.786327727009561
2000-12-20;27.15999984741211;27.450000762939453;25.5;25;64487;0.0;0.0;-0.10868052929455785;0.786327727009561
2000-12-21;26.399999618530273;26.399999618530273;25.649999618530273;26;52292;0.0;0.0;0.01480323956514229;0.786327727009561
2000-12-22;26.149999618530273;27.25;26.049999237060547;26;41154;0.0;0.0;0.004990444219679091;0.786327727009561
2000-12-26;26.200000762939453;26.899999618530273;26.200000762939453;26;24449;0.0;0.0;0.017952609162558808;0.786327727009561
2000-12-27;26.899999618530273;27.020000457763672;26.399999618530273;26;34003;0.0;0.0;-0.007504647596758618;0.786327727009561
2000-12-28;26.350000381469727;26.479999542236328;25.75;25;34439;0.0;0.0;-0.022684323786879457;0.786327727009561
2000-12-29;25.899999618530273;26.950000762939453;25.899999618530273;26;35529;0.0;0.0;0.03675043874551798;0.786327727009561
2001-01-02;27.25;27.399999618530273;26.600000381469727;27;52321;0.0;0.0;0.014925430495003944;0.786327727009561
2001-01-03;27.229999542236328;28.139999389648438;27.049999237060547;27;66628;0.0;0.0;0.027573528638348055;0.786327727009561
2001-01-04;28.200000762939453;28.780000686645508;27.850000381469727;28;74383;0.0;0.0;0.008944543584109343;0.786327727009561
2001-01-05;28.149999618530273;28.799999237060547;27.799999237060547;28;63852;0.0;0.0;-0.00709222544427357;0.786327727009561
2001-01-08;28.200000762939453;28.399999618530273;27.149999618530273;27;76058;0.0;0.0;-0.02321427209036686;0.786327727009561
2001-01-09;27.25;27.75;26.899999618530273;27;69916;0.0;0.0;0.01352829713799375;0.786327727009561
2001-01-10;27.75;29.600000381469727;27.700000762939453;29;93000;0.0;0.0;0.06421359057494525;0.786327727009561
2001-01-11;29.350000381469727;29.899999618530273;28.979999542236328;29;67374;0.0;0.0;0.0;0.786327727009561
2001-01-12;29.5;30.200000762939453;29.3700008392334;30;47023;0.0;0.0;0.01864404193425573;0.786327727009561
2001-01-16;30.100000381469727;30.450000762939453;29.850000381469727;30;66392;0.0;0.0;0.009983399401860549;0.786327727009561
2001-01-17;29.799999237060547;30.200000762939453;29.0;29;75568;0.0;0.0;-0.02306427526000432;0.786327727009561
2001-01-18;29.850000381469727;30.510000228881836;29.299999237060547;30;44842;0.0;0.0;0.02698148919736254;0.786327727009561
2001-01-19;30.25;32.400001525878906;30.200000762939453;32;42815;0.0;0.0;0.054187115594093616;0.786327727009561
2001-01-22;31.950000762939453;32.70000076293945;31.75;32;92401;0.0;0.0;-0.0031152174104217556;0.786327727009561
2001-01-23;29.600000381469727;29.68000030517578;29.0;29;73113;0.0;0.0;-0.07593750953674316;0.786327727009561
2001-01-24;28.899999618530273;29.81999969482422;28.639999389648438;29;91773;0.0;0.0;-0.017585406260747782;0.786327727009561
2001-01-25;29.0;29.530000686645508;28.799999237060547;29;61551;0.0;0.0;0.010671304008005977;0.786327727009561
2001-01-26;29.420000076293945;29.989999771118164;29.31999969482422;29;53751;0.0;0.0;0.014305179412900326;0.786327727009561
2001-01-29;30.149999618530273;30.149999618530273;28.860000610351562;29;64714;0.0;0.0;-0.02417734063471666;0.786327727009561
2001-01-30;29.079999923706055;29.34000015258789;28.68000030517578;29;55220;0.0;0.0;0.0;0.786327727009561
2001-01-31;29.0;29.149999618530273;28.25;28;85659;0.0;0.0;-0.012388118018544336;0.786327727009561
2001-02-01;28.950000762939453;29.8700008392334;28.530000686645508;29;77052;0.0;0.0;0.038327471947022795;0.786327727009561
2001-02-02;29.729999542236328;31.299999237060547;29.649999618530273;31;79001;0.0;0.0;0.0486577449685357;0.786327727009561
2001-02-05;31.049999237060547;31.049999237060547;30.200000762939453;30;67618;0.0;0.0;-0.02400000000000002;0.786327727009561
2001-02-06;30.649999618530273;30.899999618530273;30.15999984741211;30;57981;0.0;0.0;-0.0049180202796811345;0.786327727009561
2001-02-07;30.5;31.350000381469727;30.0;31;85694;0.0;0.0;0.028006602002835335;0.786327727009561
2001-02-08;31.200000762939453;31.8799991607666;31.1200008392334;31;68125;0.0;0.0;0.011538419685891421;0.786327727009561
2001-02-09;31.299999237060547;31.399999618530273;30.850000381469727;31;55244;0.0;0.0;-0.01615970334322081;0.786327727009561
2001-02-12;30.700000762939453;31.049999237060547;30.399999618530273;30;69227;0.0;0.0;-0.016103059976993905;0.786327727009561
2001-02-13;30.299999237060547;30.399999618530273;29.719999313354492;30;85072;0.0;0.0;-0.006873947290247484;0.786327727009561
2001-02-14;30.329999923706055;30.8799991607666;29.649999618530273;29;89483;0.0;0.0;-0.019446280475300726;0.786327727009561
2001-02-15;29.299999237060547;29.399999618530273;28.549999237060547;28;73627;0.0;0.0;-0.031932798754267355;0.786327727009561
2001-02-16;29.200000762939453;29.25;29.100000381469727;29;0;0.0;0.0;0.012500021523900173;0.786327727009561
2001-02-20;29.5;29.530000686645508;28.399999618530273;28;72068;0.0;0.0;-0.019890258118692272;0.786327727009561
2001-02-21;28.899999618530273;29.0;28.299999237060547;28;55059;0.0;0.0;-0.0010497091226590038;0.786327727009561
2001-02-22;28.850000381469727;29.200000762939453;28.350000381469727;28;86691;0.0;0.0;0.009457109106090211;0.786327727009561
2001-02-23;29.0;29.020000457763672;29.0;29;61454;0.0;0.0;0.006245673389375872;0.786327727009561
2001-02-26;28.760000228881836;28.940000534057617;28.399999618530273;28;62142;0.0;0.0;-0.0193103264118063;0.786327727009561
2001-02-27;28.0;28.350000381469727;27.709999084472656;28;95832;0.0;0.0;-0.011251747145398672;0.786327727009561
2001-02-28;28.149999618530273;28.200000762939453;27.34000015258789;27;82364;0.0;0.0;-0.02489334075562344;0.786327727009561
2001-03-01;27.450000762939453;27.889999389648438;27.149999618530273;27;62801;0.0;0.0;0.008388021210662844;0.786327727009561
2001-03-02;27.690000534057617;28.200000762939453;27.600000381469727;27;61545;0.0;0.0;0.006871628812981312;0.786327727009561
2001-03-05;28.25;28.829999923706055;28.209999084472656;28;49216;0.0;0.0;0.027298858646420898;0.786327727009561
2001-03-06;28.350000381469727;28.700000762939453;28.200000762939453;28;50980;0.0;0.0;-0.010489550363906752;0.786327727009561
2001-03-07;28.5;29.149999618530273;28.149999618530273;28;86394;0.0;0.0;0.022968252417042034;0.786327727009561
2001-03-08;28.950000762939453;29.149999618530273;28.299999237060547;28;80771;0.0;0.0;-0.015889498435183502;0.786327727009561
2001-03-09;28.25;28.479999542236328;27.799999237060547;27;57964;0.0;0.0;-0.024219043159035336;0.786327727009561
2001-03-12;27.799999237060547;28.239999771118164;27.649999618530273;28;54249;0.0;0.0;0.0071942722456204145;0.786327727009561
2001-03-13;27.799999237060547;27.899999618530273;27.450000762939453;27;0;0.0;0.0;-0.01964282989501953;0.786327727009561
2001-03-14;27.649999618530273;27.75;26.200000762939453;26;84086;0.0;0.0;-0.036429871482922205;0.786327727009561
2001-03-15;26.600000381469727;26.65999984741211;26.100000381469727;26;69457;0.0;0.0;0.007561393187974774;0.786327727009561
2001-03-16;26.950000762939453;27.75;26.600000381469727;26;54833;0.0;0.0;0.0018762155769191935;0.786327727009561
2001-03-19;26.5;26.940000534057617;26.049999237060547;26;39585;0.0;0.0;-0.01947567201891065;0.786327727009561
2001-03-20;26.25;26.489999771118164;25.700000762939453;25;100723;0.0;0.0;-0.010695213268968162;0.786327727009561
2001-03-21;26.18000030517578;26.850000381469727;25.920000076293945;26;80284;0.0;0.0;0.03474902053227691;0.786327727009561
2001-03-22;26.790000915527344;27.190000534057617;26.420000076293945;26;74305;0.0;0.0;-0.010447715942830227;0.786327727009561
2001-03-23;26.700000762939453;27.450000762939453;26.479999542236328;27;69876;0.0;0.0;0.029411718168674827;0.786327727009561
2001-03-26;27.399999618530273;27.65999984741211;27.110000610351562;27;52637;0.0;0.0;0.0058608004352946885;0.786327727009561
2001-03-27;27.579999923706055;28.040000915527344;27.3799991607666;27;75766;0.0;0.0;0.010560849424475327;0.786327727009561
2001-03-28;27.450000762939453;27.780000686645508;26.25;26;105169;0.0;0.0;-0.05405405405405406;0.786327727009561
2001-03-29;26.350000381469727;26.780000686645508;25.75;26;86983;0.0;0.0;0.003809538341703833;0.786327727009561
2001-03-30;26.450000762939453;26.639999389648438;25.959999084472656;26;63947;0.0;0.0;0.0018975042253019936;0.786327727009561
2001-04-02;26.350000381469727;26.469999313354492;25.549999237060547;25;55182;0.0;0.0;-0.030681798395703064;0.786327727009561
2001-04-03;25.700000762939453;26.280000686645508;25.489999771118164;26;74089;0.0;0.0;0.023446673618290337;0.786327727009561
2001-04-04;26.649999618530273;27.239999771118164;26.1299991607666;27;77935;0.0;0.0;0.035509747468939645;0.786327727009561
2001-04-05;27.100000381469727;27.780000686645508;26.649999618530273;27;80086;0.0;0.0;0.005162219222571096;0.786327727009561
2001-04-06;26.899999618530273;27.280000686645508;26.809999465942383;27;46546;0.0;0.0;-0.007336785079244179;0.786327727009561
2001-04-09;27.1299991607666;27.670000076293945;27.010000228881836;27;59981;0.0;0.0;0.0103474017801779;0.786327727009561
2001-04-10;27.0;28.6299991607666;27.309999465942383;28;87333;0.0;0.0;0.04169712448010099;0.786327727009561
2001-04-11;28.25;28.450000762939453;27.940000534057617;28;60599;0.0;0.0;-0.010533681245873727;0.786327727009561
2001-04-12;28.549999237060547;28.84000015258789;28.190000534057617;28;61083;0.0;0.0;0.0024840203714036058;0.786327727009561
2001-04-16;28.299999237060547;29.040000915527344;28.049999237060547;28;54348;0.0;0.0;0.019115076655835228;0.786327727009561
2001-04-17;28.600000381469727;29.0;28.149999618530273;28;58990;0.0;0.0;-0.019103894648108466;0.786327727009561
2001-04-18;27.75;28.290000915527344;27.040000915527344;27;73590;0.0;0.0;-0.010269086775110403;0.786327727009561
2001-04-19;27.850000381469727;27.959999084472656;27.450000762939453;27;49915;0.0;0.0;-0.004293410946611287;0.786327727009561
2001-04-20;27.780000686645508;28.0;26.799999237060547;27;74418;0.0;0.0;-0.019762818489699296;0.786327727009561
2001-04-23;27.850000381469727;27.93000030517578;27.399999618530273;27;59963;0.0;0.0;0.012096771092370284;0.786327727009561
2001-04-24;27.950000762939453;27.979999542236328;26.799999237060547;26;76352;0.0;0.0;-0.027164070388278394;0.786327727009561
2001-04-25;26.8700008392334;27.3799991607666;26.75;27;65944;0.0;0.0;0.01600894621759852;0.786327727009561
2001-04-26;27.75;28.649999618530273;27.290000915527344;28;77569;0.0;0.0;0.042139962621839056;0.786327727009561
2001-04-27;28.440000534057617;28.639999389648438;28.149999618530273;28;57334;0.0;0.0;-0.00597749905420597;0.786327727009561
2001-04-30;28.600000381469727;28.989999771118164;28.1299991607666;28;40223;0.0;0.0;0.006720856867082459;0.786327727009561
2001-05-01;28.5;28.979999542236328;28.360000610351562;28;57564;0.0;0.0;0.016865828005133032;0.786327727009561
2001-05-02;28.25;28.329999923706055;27.760000228881836;27;69856;0.0;0.0;-0.039391889286784054;0.786327727009561
2001-05-03;27.450000762939453;28.549999237060547;27.3700008392334;28;68101;0.0;0.0;0.023381350493433928;0.786327727009561
2001-05-04;28.450000762939453;28.729999542236328;28.149999618530273;28;49654;0.0;0.0;-0.0031634499182555675;0.786327727009561
2001-05-07;28.450000762939453;28.579999923706055;27.719999313354492;27;56162;0.0;0.0;-0.020803954156916937;0.786327727009561
2001-05-08;27.799999237060547;28.0;27.350000381469727;27;57551;0.0;0.0;-0.01368386971016411;0.786327727009561
2001-05-09;27.25;28.25;27.049999237060547;28;81008;0.0;0.0;0.03066813330800411;0.786327727009561
2001-05-10;28.149999618530273;28.850000381469727;28.149999618530273;28;66192;0.0;0.0;0.010272792073321213;0.786327727009561
2001-05-11;28.360000610351562;28.75;28.280000686645508;28;51638;0.0;0.0;0.0010518505895993346;0.786327727009561
2001-05-14;28.700000762939453;28.809999465942383;28.079999923706055;28;55538;0.0;0.0;0.005604197957540302;0.786327727009561
2001-05-15;28.700000762939453;29.06999969482422;28.610000610351562;28;50905;0.0;0.0;0.009404404959026946;0.786327727009561
2001-05-16;29.18000030517578;29.25;28.450000762939453;28;62822;0.0;0.0;-0.004140749957910694;0.786327727009561
2001-05-17;28.75;29.020000457763672;28.6200008392334;28;45148;0.0;0.0;0.0017324752599836568;0.786327727009561
2001-05-18;29.149999618530273;29.989999771118164;28.920000076293945;29;44887;0.0;0.0;0.03459010741190016;0.786327727009561
2001-05-21;30.149999618530273;30.200000762939453;29.610000610351562;29;41589;0.0;0.0;0.0023403442053269163;0.786327727009561
2001-05-22;30.049999237060547;30.049999237060547;29.579999923706055;29;65740;0.0;0.0;-0.008005329379009773;0.786327727009561
2001-05-23;29.700000762939453;30.049999237060547;29.549999237060547;29;4175;0.0;0.0;-0.005379954560977951;0.786327727009561
2001-05-24;29.600000381469727;29.670000076293945;28.200000762939453;28;4380;0.0;0.0;-0.039553755216756525;0.786327727009561
2001-05-25;28.40999984741211;28.579999923706055;28.100000381469727;28;50983;0.0;0.0;-0.0010559903839013618;0.786327727009561
2001-05-29;28.700000762939453;29.049999237060547;28.350000381469727;28;58861;0.0;0.0;0.009866127375810052;0.786327727009561
2001-05-30;28.75;28.950000762939453;28.43000030517578;28;65023;0.0;0.0;-0.0038381232008797284;0.786327727009561
2001-05-31;28.049999237060547;28.719999313354492;27.549999237060547;28;101694;0.0;0.0;-0.0063046725967507156;0.786327727009561
2001-06-01;28.25;28.600000381469727;27.579999923706055;27;75150;0.0;0.0;-0.015509359218951135;0.786327727009561
2001-06-04;28.549999237060547;28.739999771118164;28.040000915527344;28;74230;0.0;0.0;0.007160717988025089;0.786327727009561
2001-06-05;28.200000762939453;28.329999923706055;27.799999237060547;28;60554;0.0;0.0;0.0039104377402534585;0.786327727009561
2001-06-06;27.600000381469727;28.3700008392334;27.25;27;100545;0.0;0.0;-0.018413614092712915;0.786327727009561
2001-06-07;27.520000457763672;28.100000381469727;27.40999984741211;27;59703;0.0;0.0;0.0010822758798212373;0.786327727009561
2001-06-08;28.030000686645508;28.389999389648438;27.799999237060547;28;47763;0.0;0.0;0.023423409676766704;0.786327727009561
2001-06-11;28.75;29.34000015258789;28.399999618530273;29;85621;0.0;0.0;0.022535257239210793;0.786327727009561
2001-06-12;28.8799991607666;29.3799991607666;28.75;29;62998;0.0;0.0;0.0048209154695164624;0.786327727009561
2001-06-13;29.5;29.6299991607666;28.809999465942383;28;78197;0.0;0.0;-0.011651821419877861;0.786327727009561
2001-06-14;28.84000015258789;29.280000686645508;28.600000381469727;29;62964;0.0;0.0;0.006934839177575647;0.786327727009561
2001-06-15;29.049999237060547;29.110000610351562;28.440000534057617;28;58361;0.0;0.0;-0.0182507117746723;0.786327727009561
2001-06-18;28.299999237060547;28.540000915527344;27.420000076293945;27;50059;0.0;0.0;-0.0336724301688629;0.786327727009561
2001-06-19;27.600000381469727;27.81999969482422;27.299999237060547;27;57940;0.0;0.0;-0.0025408238389369453;0.786327727009561
2001-06-20;27.450000762939453;27.600000381469727;26.0;26;123727;0.0;0.0;-0.03566228379043768;0.786327727009561
2001-06-21;26.549999237060547;26.770000457763672;25.850000381469727;26;102254;0.0;0.0;0.002264130790278651;0.786327727009561
2001-06-22;26.899999618530273;27.100000381469727;26.420000076293945;26;73342;0.0;0.0;0.01016568009008778;0.786327727009561
2001-06-25;26.950000762939453;27.31999969482422;26.780000686645508;27;57677;0.0;0.0;0.01565412141216016;0.786327727009561
2001-06-26;27.149999618530273;27.489999771118164;26.81999969482422;26;63048;0.0;0.0;-0.009908273679400836;0.786327727009561
2001-06-27;26.350000381469727;26.969999313354492;25.200000762939453;25;109855;0.0;0.0;-0.050778315608941194;0.786327727009561
2001-06-28;25.350000381469727;25.75;25.100000381469727;25;89642;0.0;0.0;-0.0019524069979509617;0.786327727009561
2001-06-29;25.670000076293945;26.399999618530273;25.639999389648438;26;86303;0.0;0.0;0.026995326622639926;0.786327727009561
2001-07-02;26.450000762939453;26.700000762939453;25.3799991607666;25;8479;0.0;0.0;-0.011428542364211314;0.786327727009561
2001-07-03;25.799999237060547;26.299999237060547;25.649999618530273;26;53665;0.0;0.0;0.011175298637866371;0.786327727009561
2001-07-05;26.549999237060547;27.049999237060547;26.34000015258789;27;70236;0.0;0.0;0.02972563618327606;0.786327727009561
2001-07-06;27.3700008392334;28.290000915527344;27.0;28;97108;0.0;0.0;0.04404139920608552;0.786327727009561
2001-07-09;27.850000381469727;28.260000228881836;27.5;27;91890;0.0;0.0;-0.021977984828295383;0.786327727009561
2001-07-10;27.549999237060547;27.690000534057617;27.200000762939453;27;67953;0.0;0.0;-0.0036245154373566457;0.786327727009561
2001-07-11;27.200000762939453;27.59000015258789;26.920000076293945;27;78818;0.0;0.0;-0.013823178025844873;0.786327727009561
2001-07-12;26.5;27.100000381469727;25.940000534057617;26;80397;0.0;0.0;-0.011434945271548425;0.786327727009561
2001-07-13;26.700000762939453;26.979999542236328;26.219999313354492;26;70344;0.0;0.0;-0.007835786957122615;0.786327727009561
2001-07-16;26.299999237060547;26.579999923706055;25.719999313354492;26;73134;0.0;0.0;-0.019932331087028077;0.786327727009561
2001-07-17;26.209999084472656;26.31999969482422;25.530000686645508;25;78904;0.0;0.0;-0.01880275445740287;0.786327727009561
2001-07-18;25.0;25.600000381469727;24.700000762939453;24;57541;0.0;0.0;-0.02659367670283641;0.786327727009561
2001-07-19;25.399999618530273;25.799999237060547;24.540000915527344;24;58286;0.0;0.0;-0.007633532799040665;0.786327727009561
2001-07-20;25.200000762939453;25.950000762939453;24.700000762939453;25;95323;0.0;0.0;0.03603236284040179;0.786327727009561
2001-07-23;26.299999237060547;26.600000381469727;25.8700008392334;26;53982;0.0;0.0;0.020711242027558585;0.786327727009561
2001-07-24;26.18000030517578;26.440000534057617;26.010000228881836;26;55610;0.0;0.0;0.007274066638757404;0.786327727009561
2001-07-25;26.530000686645508;26.969999313354492;26.190000534057617;26;77274;0.0;0.0;0.02014445828216682;0.786327727009561
2001-07-26;26.700000762939453;27.040000915527344;26.649999618530273;26;59381;0.0;0.0;-0.004098383372809211;0.786327727009561
2001-07-27;26.450000762939453;27.149999618530273;26.25;27;78320;0.0;0.0;0.010849267508183491;0.786327727009561
